compatibility_id,stroller_brand,stroller_model,car_seat_brand,car_seat_model,production_compatibility_type,audit_action,audit_confidence,reason,evidence_type,source_type,manufacturer_source_url,source_name,source_date,compatibility_type,adapter_required,adapter_status,adapter_name,adapter_sku,adapter_url,adapter_generation,adapter_revision,compatibility_position,max_infant_car_seats,notes,consumer_compatibility_status,consumer_status_basis,lineage_anchor_model,lineage_source_url,lineage_hypothesis_type,lineage_anchor_compatibility_id
cmqzsba8d008v12dxmzcl0oqo,Veer,Cruiser Wagon Comfort Seat for Toddlers,Nuna,PIPA urbn,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsb9dq008512dx17b2ez83,Veer,Cruiser Wagon Comfort Seat for Toddlers,UPPAbaby,Aria,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsb9g4008712dx3cqx70jy,Veer,Cruiser Wagon Comfort Seat for Toddlers,UPPAbaby,Aria V2,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsb9ii008912dx84tuq4oq,Veer,Cruiser Wagon Comfort Seat for Toddlers,UPPAbaby,Mesa V3,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbe3t00bv12dxcq7dqfa7,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,Britax,Cypress S,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,"IDENTITY: canonicalize Cypress S -> Britax Cypress. Row remains EXCLUDE_PRODUCT — this record is an accessory, not a stroller chassis.",EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbdyc00br12dxqqzu81yw,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,Britax,Willow S,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbe1f00bt12dxupui1f3f,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,Britax,Willow SC,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbcro00at12dxj98f3agn,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,Cybex,Aton G2,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmrmtwf1r000h11u5f69l5msk,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,Cybex,Aton G2 Swivel,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbcu400av12dx3wreqq9s,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,Cybex,Cloud G Pro Comfort Extend,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbcyt00az12dxpq4trxuu,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,Cybex,Cloud T,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbdam00b912dx1xcmajt2,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,Maxi-Cosi,Ambra,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbcie00al12dxazfeyz7n,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,Maxi-Cosi,Mico Luxe,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbcko00an12dx4hvpezki,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,Maxi-Cosi,Mico Pro,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbd5w00b512dxnt4s3g04,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,Maxi-Cosi,Peri 180,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbd1400b112dx7ixezlt1,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,Nuna,PIPA Aire,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbcwi00ax12dxrhdcrklp,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,Nuna,PIPA Aire rx,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbcfn00aj12dx1h0xepdq,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,Nuna,PIPA RX,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbd3m00b312dxnbk3o76h,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,Nuna,PIPA urbn,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbc8n00ad12dxituahz95,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,UPPAbaby,Aria,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbcau00af12dx8iijftpk,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,UPPAbaby,Aria V2,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbcd400ah12dxdybvm0vw,Veer,Cruiser Wagon XL Comfort Seat for Toddlers,UPPAbaby,Mesa V3,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbgvz00e312dxpqk6rokr,Veer,Cruiser XL Nap System,Britax,Cypress S,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,"IDENTITY: canonicalize Cypress S -> Britax Cypress. Row remains EXCLUDE_PRODUCT — this record is an accessory, not a stroller chassis.",EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbgqm00dz12dx53uet98u,Veer,Cruiser XL Nap System,Britax,Willow S,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbgtn00e112dx21yrilmf,Veer,Cruiser XL Nap System,Britax,Willow SC,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbfmg00d112dx3h3vaqa2,Veer,Cruiser XL Nap System,Cybex,Aton G2,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmrmtwf40000j11u5b31hbnri,Veer,Cruiser XL Nap System,Cybex,Aton G2 Swivel,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbfop00d312dx9l3d3d1a,Veer,Cruiser XL Nap System,Cybex,Cloud G Pro Comfort Extend,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbfta00d712dxruxcqgpq,Veer,Cruiser XL Nap System,Cybex,Cloud T,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbg4y00dh12dxb9yhx6jy,Veer,Cruiser XL Nap System,Maxi-Cosi,Ambra,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbfd800ct12dxcak7tepb,Veer,Cruiser XL Nap System,Maxi-Cosi,Mico Luxe,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbffl00cv12dxnxcuxj12,Veer,Cruiser XL Nap System,Maxi-Cosi,Mico Pro,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbg0g00dd12dxjxd0fzqe,Veer,Cruiser XL Nap System,Maxi-Cosi,Peri 180,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbfvm00d912dx03vg8rfu,Veer,Cruiser XL Nap System,Nuna,PIPA Aire,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbfqz00d512dxllap5zvc,Veer,Cruiser XL Nap System,Nuna,PIPA Aire rx,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbfas00cr12dxwidwyhar,Veer,Cruiser XL Nap System,Nuna,PIPA RX,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbfy200db12dxen6zw013,Veer,Cruiser XL Nap System,Nuna,PIPA urbn,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbf3n00cl12dx6j5o2phf,Veer,Cruiser XL Nap System,UPPAbaby,Aria,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbf6000cn12dxyme8ypbs,Veer,Cruiser XL Nap System,UPPAbaby,Aria V2,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmqzsbf8h00cp12dx62s299ss,Veer,Cruiser XL Nap System,UPPAbaby,Mesa V3,ADAPTER,EXCLUDE_PRODUCT,HIGH,"Accessory (comfort seat / nap system), not a stroller chassis; must not carry compatibility or appear in the picker.",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,EXCLUDED_PRODUCT,NONE,,,NONE,
cmr49vtio001n8smgjyhn67b0,Veer,Switch&Jog,Britax,Cypress S,ADAPTER,KEEP_UPDATE,HIGH,On Veer's current exact Switchback premium adapter approved list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://support.goveer.com/en-US/maxi-cosi-nuna-clek-and-cybex-infant-car-seat-adapter-for-veer-switchback-system-532224,Veer Switchback ICS Adapter — Maxi-Cosi/Nuna/Clek/Cybex (also covers newer Britax Cypress/Willow family) — first-party Veer compatibility manual,Nov 2024 fit list (accessed 2026-09-01),ADAPTER,true,SOLD_SEPARATELY,Veer Switchback ICS Adapter — Maxi-Cosi/Nuna/Clek/Cybex (also covers newer Britax Cypress/Willow family),,https://support.goveer.com/en-US/maxi-cosi-nuna-clek-and-cybex-infant-car-seat-adapter-for-veer-switchback-system-532224,,,,1,IDENTITY: canonicalize Cypress S -> Britax Cypress (no 'Cypress S' exists). KEEP stands — Cypress is on the Veer Switchback premium adapter list. SKU_NOT_PUBLISHED: Veer does not publish a numeric adapter SKU on its first-party manuals.,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://support.goveer.com/en-US/maxi-cosi-nuna-clek-and-cybex-infant-car-seat-adapter-for-veer-switchback-system-532224,NONE,
cmr49vtnc001p8smgjc3vdl8r,Veer,Switch&Jog,Britax,Willow S,ADAPTER,KEEP_UPDATE,HIGH,On Veer's current exact Switchback premium adapter approved list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://support.goveer.com/en-US/maxi-cosi-nuna-clek-and-cybex-infant-car-seat-adapter-for-veer-switchback-system-532224,Veer Switchback ICS Adapter — Maxi-Cosi/Nuna/Clek/Cybex (also covers newer Britax Cypress/Willow family) — first-party Veer compatibility manual,Nov 2024 fit list (accessed 2026-09-01),ADAPTER,true,SOLD_SEPARATELY,Veer Switchback ICS Adapter — Maxi-Cosi/Nuna/Clek/Cybex (also covers newer Britax Cypress/Willow family),,https://support.goveer.com/en-US/maxi-cosi-nuna-clek-and-cybex-infant-car-seat-adapter-for-veer-switchback-system-532224,,,,1,"Britax Willow-family via NEWER Switchback premium adapter, NOT the legacy Cruiser Britax adapter. SKU_NOT_PUBLISHED: Veer does not publish a numeric adapter SKU on its first-party manuals.",COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://support.goveer.com/en-US/maxi-cosi-nuna-clek-and-cybex-infant-car-seat-adapter-for-veer-switchback-system-532224,NONE,
cmr49vtry001r8smg13btww4i,Veer,Switch&Jog,Britax,Willow SC,ADAPTER,KEEP_UPDATE,HIGH,On Veer's current exact Switchback premium adapter approved list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://support.goveer.com/en-US/maxi-cosi-nuna-clek-and-cybex-infant-car-seat-adapter-for-veer-switchback-system-532224,Veer Switchback ICS Adapter — Maxi-Cosi/Nuna/Clek/Cybex (also covers newer Britax Cypress/Willow family) — first-party Veer compatibility manual,Nov 2024 fit list (accessed 2026-09-01),ADAPTER,true,SOLD_SEPARATELY,Veer Switchback ICS Adapter — Maxi-Cosi/Nuna/Clek/Cybex (also covers newer Britax Cypress/Willow family),,https://support.goveer.com/en-US/maxi-cosi-nuna-clek-and-cybex-infant-car-seat-adapter-for-veer-switchback-system-532224,,,,1,"Britax Willow-family via NEWER Switchback premium adapter, NOT the legacy Cruiser Britax adapter. SKU_NOT_PUBLISHED: Veer does not publish a numeric adapter SKU on its first-party manuals.",COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://support.goveer.com/en-US/maxi-cosi-nuna-clek-and-cybex-infant-car-seat-adapter-for-veer-switchback-system-532224,NONE,
cmrfd5o1n00g9t78145suwbpg,Veer,Switch&Jog,Graco,GoMax,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmrfd5o6400gbt7814vroamhp,Veer,Switch&Jog,Graco,SnugRide Lite LX,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmrfd5oaj00gdt781g6kuqunu,Veer,Switch&Jog,Graco,SnugRide SnugFit,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmrfd5of400gft781f0p1pm0a,Veer,Switch&Jog,Graco,SnugRide SnugFit DLX,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmrfd5ojl00ght781oz1ndymg,Veer,Switch&Jog,Graco,SnugRide SnugFit LX,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmr0shgyb00h1h1u894gh0rkg,Veer,Switch&Jog,Nuna,PIPA Aire,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,SHOULD_WORK_UNVERIFIED,MANUFACTURER_PLATFORM_GROUP,Nuna PIPA Aire rx,https://nunababy.com/usa/pipa-car-seat-adapter-for-uppababy-vista-cruz,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cmr0shh2v00h3h1u84p9dywlr
